featureid	Intercept	ATTRIBUTE_adv_fibrosis[T.1]	ATTRIBUTE_adv_fibrosis[T.Missing: Not collected]
0035e736dc271e0ffa69ce089124dd3a	0.560529694827395	0.6834759776831012	-0.0957734319930449
00d4834e98bff02228bc6022ad218b38	0.323889196785289	0.6048169275164941	0.0042265694970712395
018aa6775f054d00a3af02b1f142bd7f	-0.768673314778012	-0.8113454515695229	0.0042265694970712395
019f30f6e7668fa412b214ddaa35c150	1.11349169996579	-1.3897159034967101	0.0042265694970712395
032d7370761369b7fe1503f280856be2	0.304057673486072	2.42688739945892	0.0042265694970712395
036388f9a19bd2d757a49bc5c90d5bb1	-0.24159546109835503	-0.413287037110295	0.123016175293408
0366e39a2c8c5aeaa60e42839a8b33e9	-1.0071349284331	1.18766308476928	0.0042265694970712395
039ff7a0517b5399a9c2730881803a67	-0.7655983111540501	-0.8483267957925458	0.0042265694970712395
046458accb7b41480cd34286470cb321	0.17500095156033602	-0.87431608984467	0.0042265694970712395
047deb8d4487fdad0974d834040878e9	0.0689602949937163	-2.50424408266541	0.0042265694970712395
04cb9758728cc0252facf11ec26bc1e9	0.39724129525025503	-0.786352270340886	0.0042265694970712395
04d3b821283da09518000a8d1d2a932c	-0.5968341967741669	1.4084652726889	0.0042265694970712395
05445c4f9c450918c096d9648cb47fc3	-0.9796766183058441	-1.1458702022790601	0.0042265694970712395
056d022e7adbe4ef6653efa05d5b8112	-0.767517342297238	-0.47149693319794106	0.0042265694970712395
0586856f6b3d82d26402ebeb6ab0d2bd	1.3820954420884402	1.18103391578201	0.0042265694970712395
06073f27927f39aa23835f8615c18e59	0.47738289919694	0.466084233427082	0.0042265694970712395
062b8e797ef1379f9596a536bb66e2a0	0.7675570258220009	0.810923746728931	0.0042265694970712395
06b03e0dc756f89f59053c51f1f8857e	-0.187806083885831	-1.41775821993348	0.0042265694970712395
076048a24f2e01c5f6b07bfcde6bbcd5	1.0462779262383801	-0.9387515718698158	0.0042265694970712395
076385a3338f153c0dd0c34c63b54726	-0.851369752613706	0.6836904785597111	0.0042265694970712395
084bd11440aa01be272959d533fea97d	-0.110810174671811	-1.89713095972535	0.0042265694970712395
09b9a7e1742fd59da816d47a095e0598	-0.333433403698606	-0.351270669198002	0.0042265694970712395
09fab3229ecdaa58a2d4c295ce4727fb	-1.3510133168379501	0.0660215084791523	0.0042265694970712395
0a0148ea6af5e104e1b6914ebf1eaea2	0.0804381528218565	-0.210155599808659	0.0042265694970712395
0b8cc4d724de9ee85b65f07cc69c0188	-0.650094642368955	1.3858146732092198	0.0042265694970712395
0ba75f593218ef056eefaeab285ae839	1.5446717002709698	1.78540981462005	0.0042265694970712395
0c4702bdfd953e02ae70334875bb30bc	-0.513661279408139	-0.123731606698002	0.0042265694970712395
0c959ee3a5a474df1114c327dd8cdcac	0.8675268748124421	-0.21509861299988198	0.0042265694970712395
0eb6108f3696ba51333a00f9cc5c1280	0.982679323228198	-0.720221155381169	0.0042265694970712395
0eb77b3c8d8d88187f3f52cbe9df4a79	0.8326563992818171	-1.0012166435479801	-0.160591493881263
1079bd4771c517f40a9981e35af997af	-0.39208944055239603	1.73939860513214	0.0042265694970712395
