,G1P,G2P,G3P,G1R,G2R,G3R
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Tyrosine and derivatives",0.009240032000183477,0.005049088088159976,0.019833940783498247,0.006397795592202097,0.0063322807339738505,0.01307100840961712
Organic compounds; Benzenoids; Naphthalenes; unclassified; Naphthalenes,0.00013271056228236864,0.0002846618018365151,2.0229083644639902e-06,0.00032488536010516657,0.0003262024499646573,2.312647008920526e-06
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; N-acyl-alpha amino acids and derivatives",0.0012615424929165093,0.0007699522483770997,0.001192707399319197,0.0035670381715350637,0.0019244901047689993,0.00426437259548231
"Organic compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic nitro compounds; Nitroaromatic compounds",0.023837326109714296,0.02574727816283612,0.031166590955305704,0.028380255196095803,0.028026221510867554,0.029492893414052444
Organic compounds; Organoheterocyclic compounds; Azoles; Thiazoles; Thiazolecarboxamides,9.6700467593489e-05,8.091126618462176e-05,0.0001451759846292292,8.458318929812612e-05,0.00010422140257478685,7.261152779974544e-05
Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Phenolic glycosides,1.2289311606464251e-05,0.0001456738851308064,5.914860237883924e-05,2.1414420771883318e-05,1.3616226046408933e-05,0.00018796200076561748
Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbonyl compounds; Hydroxybenzaldehydes,8.054819823095923e-06,1.7196118725086666e-05,3.709640530318894e-06,9.516893662188508e-06,1.0734938944912732e-05,6.8943072954404555e-06
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Glutamine and derivatives",0.0005814537752262724,0.0003893727767365518,0.001211103669505371,0.0004319735475296218,0.00045074919346569265,0.0009622110497367251
Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoethanolamines; Phosphatidylethanolamines,0.00011527531028522793,0.00010760015412636103,2.8285691847593322e-05,8.939955733536838e-05,0.00010281921121676438,2.091695647572959e-05
Organic compounds; Benzenoids; Phenols; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-2-unsubstituted benzenoids,7.325564458004963e-05,0.0009543342157694881,0.00035663143658442936,0.000315451636716893,0.00011162538894128145,0.0006055935366919844
Organic compounds; Benzenoids; Benzene and substituted derivatives; Methoxybenzenes; Dimethoxybenzenes,0.00011905991000074441,7.529975007608355e-05,0.00024985830673560615,0.00010758833906568575,8.87095939092848e-05,0.00019426795781315176
Organic compounds; Organic acids and derivatives; Peptidomimetics; Hybrid peptides; Hybrid peptides,2.3743575150576114e-05,2.9363648230081307e-05,1.7687473064512752e-06,2.662664587097185e-05,0.00023465300386051922,2.074203214783045e-06
Organic compounds; Lipids and lipid-like molecules; Fatty Acyls; Fatty acid esters; Glycidol esters,0.00029485605606305966,0.00015738034372499857,0.0008943886793430497,0.00017623141402865267,0.0003969778194414,0.0007918112664983278
Organic compounds; Lipids and lipid-like molecules; Fatty Acyls; Fatty acids and conjugates; Amino fatty acids,0.0003806471119745759,0.00042368748598196687,8.287597973509162e-05,0.00037301298359289554,0.0005129629205249242,7.29596832882224e-05
Organic compounds; Lipids and lipid-like molecules; Fatty Acyls; Fatty acyl thioesters; Fatty acyl thioesters,0.0005527081923568421,0.0005697865220913425,0.00018859265424999442,0.0005891858138329784,0.0005471145552986063,0.0002095392008776273
Organic compounds; Benzenoids; Benzene and substituted derivatives; Diphenylmethanes; Diphenylmethanes,0.00022007429930841766,0.00033934797988573005,0.0002512425904279263,8.77045388361116e-05,2.190098694577072e-05,0.00024343827859635688
Organic compounds; Organic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Trialkyl phosphates,0.00013779523487691093,4.204061434661416e-05,0.00034976674064568286,9.637786212651424e-05,4.766139344266447e-05,0.0007101738102617151
Organic compounds; Organic nitrogen compounds; Organonitrogen compounds; Quaternary ammonium salts; Phosphocholines,0.0011175472191511178,0.0013030227493398693,0.00018354663445571237,0.001190270510872622,0.0013039461831574185,0.00017657110384291613
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Glutamic acid and derivatives",0.0015396071399182798,0.0016913999918556433,0.0035001671352809845,0.001148932162647249,0.0022642752030857007,0.0019412395277533055
Organic compounds; Phenylpropanoids and polyketides; Coumarins and derivatives; Hydroxycoumarins; 4-hydroxycoumarins,3.0726531786549126e-05,7.844228775897372e-07,1.4627116436996623e-05,0.0004792363134724508,4.209642763658223e-07,0.000652798517081253
Organic compounds; Lipids and lipid-like molecules; Fatty Acyls; Fatty acids and conjugates; Furanoid fatty acids,0.0003194872914272821,0.0004599790457950687,2.201325023397134e-06,0.0003465124626215893,0.00034536750433288585,3.4123608993916433e-06
Organic compounds; Organoheterocyclic compounds; Indoles and derivatives; unclassified; Indoles and derivatives,2.8510755451432693e-05,9.886567508178908e-07,6.540313056912283e-05,1.2873213548799099e-05,4.3817712263525016e-07,0.00012265770908206493
Organic compounds; Organoheterocyclic compounds; Piperidines; unclassified; Piperidines,0.0002697818007806556,0.00022457789147330262,0.0002066710148517443,0.0002905041173484194,0.00015090625354050822,0.0002090532080096463
Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Estrane steroids; Estrogens and derivatives,0.00022128583091229697,0.0002739782905460816,8.71333957199912e-06,0.00027125442729617714,0.00014133127279667728,2.0756080559318096e-05
"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphocholines; 1-alkyl,2-acylglycero-3-phosphocholines",0.002384514281074383,0.001917930617565068,0.0019940287959776567,0.002292812717165072,0.0024123801903385487,0.001765315594166923
"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphates; 1-acyl-sn-glycerol-2,3-cyclic-phosphates",0.0006823494633991098,0.0005360937570971538,0.00045961646005313034,0.000610860680375518,0.0013620885133731535,0.00031750759819932777
Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Steroid esters; Steroid esters,4.4298580836190514e-05,5.921193846001372e-07,8.40685750329715e-07,2.082809744418629e-05,7.548428155196678e-05,9.59217452915192e-07
Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Triradylcglycerols; Triacylglycerols,0.0003260366203087786,0.0006403756298237442,8.763461574535551e-07,0.0011942990350513653,0.0008905094889940198,1.050537476139101e-06
Organic compounds; Benzenoids; Benzene and substituted derivatives; Anilides; Anilides,9.069706823335251e-05,2.040088159541664e-05,0.0003647119855977886,3.605906603763141e-05,2.3062627766830398e-05,0.00020694359589814754
Organic compounds; Organoheterocyclic compounds; Benzopyrans; 1-benzopyrans; 1-benzopyrans,9.714109052328964e-05,9.011001505496539e-05,3.159408202127529e-06,6.288353795859445e-05,0.0003687161104538716,3.672570901674192e-06
Organic compounds; Organoheterocyclic compounds; Piperidines; Benzylpiperidines; N-benzylpiperidines,0.0005046794592979733,0.00025941035203179,0.0009530159578727849,0.0005642556804072134,0.0002276490123859776,0.0009375454987996594
Organic compounds; Benzenoids; Phenol ethers; unclassified; Phenol ethers,2.385787708616459e-05,0.00039220613390053625,0.0006091615411529835,2.188301286341411e-05,0.0001741598892914914,0.00012201052680937678
Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Steroidal glycosides; Steroidal glycosides,0.00036847610732613096,1.7828473151241042e-06,0.001206245807942282,0.00021068626885255504,1.7088699834264825e-06,0.0015625166630016645
Organic compounds; Benzenoids; Phenols; Methoxyphenols; Methoxyphenols,1.7511086345359054e-05,3.161116447026749e-05,3.5364371579233406e-06,1.7290783153008415e-05,2.8285179617264182e-05,8.87139741524242e-06
Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoethanolamines; 1-(1Z-alkenyl)-glycero-3-phosphoethanolamines,0.0029944881715606533,0.002401914978862463,0.002862785520118626,0.002650647663032491,0.002143997931892218,0.0029121834311367314
Organic compounds; Benzenoids; Benzene and substituted derivatives; Toluenes; Toluenes,7.82203840886729e-05,0.00013033469556506487,2.2437494019173385e-06,8.117130737282566e-05,0.0001985160145103678,3.209545079210526e-06
Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Tricarboxylic acids and derivatives; Tricarboxylic acids and derivatives,0.0003276497671139624,0.0003643864729539984,1.5182889691971972e-05,0.0003940138237329319,0.00044423238730569015,1.537599599070262e-05
Organic compounds; Lipids and lipid-like molecules; Fatty Acyls; Eicosanoids; Hydroxyeicosatetraenoic acids,2.2905037345680413e-05,2.249580192132818e-05,1.3165889618298573e-05,2.765960196086963e-05,1.7462233130656012e-05,2.3703900612689988e-05
"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyridyltriazoles; Pyridyl-1,2,4-triazoles",8.953881557118327e-05,0.0001204732591484952,2.1177154866452176e-05,0.00010022002269515949,0.00010081785387702537,1.904070838809992e-05
Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Dicarboxylic acids and derivatives; Dicarboxylic acids and derivatives,0.0001896272190904214,0.0002918130137244255,1.2896445784081673e-05,0.00018782593754078762,0.0003470086365256038,1.350886652862705e-05
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Methionine and derivatives",0.0010950357433523428,0.0004873704308909359,0.0024924360182126733,0.0008355450168739951,0.000784610164957546,0.0016052038757369217
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Bile acids, alcohols and derivatives; Monohydroxy bile acids, alcohols and derivatives",0.0014978961143673785,0.001452736956582956,0.0034117688803283266,0.001404389897567959,0.0016064901014953452,0.0024213810870894726
Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoyl derivatives; 1-benzoylpiperidines,0.00010111985344237033,0.00013672673827215686,4.072343343231144e-06,0.0001805872814728837,0.00015324665586993844,5.634861604997882e-06
Organic compounds; Organoheterocyclic compounds; Benzodioxoles; unclassified; Benzodioxoles,0.0002749101263872431,0.0001275932699581458,0.0001070258873613987,0.00020508029920682816,0.0007273036366179716,0.00013693185383679943
Organic compounds; Organoheterocyclic compounds; Triazines; Aminotriazines; Aminotriazines,9.597853138225257e-06,1.0445453555442951e-05,1.5448262004117917e-05,2.8267308166160737e-05,3.329717816341793e-05,1.1219232640528075e-05
Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Ergostane steroids; Ergosterols and derivatives,0.0001549800377972378,9.745881879299989e-05,0.0002506449890725777,0.00015788430822070412,0.00013515506642437187,0.00024650875420249564
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Beta amino acids and derivatives",0.00011951318863961224,9.994027921691777e-05,1.2514822569671884e-06,0.00013768680610397568,0.00034443914514186683,3.6834145546717562e-06
Organic compounds; Benzenoids; Benzene and substituted derivatives; Phenoxy compounds; Phenoxy compounds,0.0003745903131735793,0.0006397392628167072,9.499894396458544e-07,0.0005340298300771254,0.0004971654319810523,1.1644231904718868e-06
Organic compounds; Phenylpropanoids and polyketides; Phenylpropanoic acids; unclassified; Phenylpropanoic acids,0.000227959384143122,4.055071005848253e-05,0.0003589969159972438,0.0001437561373528827,0.000278398168765768,8.837943879393698e-05
Organic compounds; Organoheterocyclic compounds; Benzofurans; Benzofuranones; Phthalic anhydrides,0.0011914957853703851,0.0022617863977794964,0.0024207033043893243,0.001159484305922248,0.0005240881324834793,0.0026627046563898692
Organic compounds; Hydrocarbons; Polycyclic hydrocarbons; unclassified; Polycyclic hydrocarbons,4.681309761373198e-05,0.00010559181910986373,3.6020251654491507e-07,5.530039846388459e-05,4.963183955130196e-05,3.4485044005182675e-07
Organic compounds; Organic nitrogen compounds; Organonitrogen compounds; N-organohydroxylamines; N-organohydroxylamines,1.0017474365600664e-06,6.813459157858709e-07,2.1565176673270866e-05,6.409393673121753e-07,3.557805049366819e-05,0.00018694037919667636
Organic compounds; Alkaloids and derivatives; unclassified; unclassified; Alkaloids and derivatives,0.0015685522106379678,0.0010549803350189707,0.0012535145737151046,0.0014524708354307608,0.002770604758741881,0.0017380225891677197
Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Benzamides,5.608059552408875e-05,7.582477553716857e-05,1.2765086930811818e-06,4.8028576179779e-05,7.405441770693933e-05,9.294183958886213e-07
Organic compounds; Organic oxygen compounds; Organooxygen compounds; Alcohols and polyols; Cyclohexanols,8.636771952388577e-05,8.928080301672679e-07,2.388902962547906e-06,6.663925975375482e-05,4.3622868035051045e-07,3.327775211857355e-06
"Organic compounds; Organoheterocyclic compounds; Benzodiazepines; 1,4-benzodiazepines; 1,4-benzodiazepines",0.0001183559847804632,1.2179586952121343e-06,1.2654838175243778e-06,6.590473665078934e-06,1.547058885987289e-06,1.1498896843107119e-06
Organic compounds; Organoheterocyclic compounds; Diazinanes; Piperazines; N-methylpiperazines,1.9830829335812337e-05,3.4767111447772764e-05,6.570924203834109e-06,7.91883551393693e-06,4.331262981462155e-05,5.965340652681879e-06
Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Acylaminosugars,0.00043959565729432767,0.0002216153611423988,0.002266484197999048,0.0002922441961563449,0.00038882462846211326,0.0014232316790890169
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids",2.4847479371058207e-05,7.773808926615582e-05,2.869561292408645e-05,1.0703655214491776e-05,0.002741894361342563,3.558085196851254e-05
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; N-acyl-L-alpha-amino acids",3.491778698916278e-05,3.5986336940750404e-05,0.0003645865733775786,2.7452727744359208e-05,5.885950954572994e-05,2.2312511947766907e-05
Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters,0.00024905827231008624,0.00031067071202252534,9.849130313856946e-06,0.0004258361665890848,0.00043615235872938266,2.0311760285853543e-05
Organic compounds; Organoheterocyclic compounds; Diazines; Pyrimidines and pyrimidine derivatives; Pyrimidines and pyrimidine derivatives,0.0020316939487084007,0.001937061759378526,0.002518144671894459,0.004549411258403382,0.0024068223926748717,0.004851955524583812
Organic compounds; Organoheterocyclic compounds; Isocoumarans; Isobenzofuranones; Phthalides,7.611171738609816e-05,5.249495044966205e-06,0.001231959793360191,1.0546725653414966e-05,5.229203894735771e-06,0.00016674913288569217
Organic compounds; Organic acids and derivatives; Organic sulfonic acids and derivatives; Organosulfonic acids and derivatives; Organosulfonic acids,0.001545886815725705,0.0014780054133984213,0.0010252536257986786,0.0017317656202884798,0.0014741987239627195,0.0011345989892456278
Organic compounds; Organoheterocyclic compounds; Benzimidazoles; unclassified; Benzimidazoles,0.00017441436552890281,0.00017553852645371104,1.0378946695326111e-05,0.00041061940509247235,0.00024555915202770245,2.3726981226628578e-05
Organic compounds; Organoheterocyclic compounds; Quinolines and derivatives; Quinoline carboxylic acids; Quinoline carboxylic acids,8.314476838118459e-07,1.27062466227861e-06,0.0015045288391182122,1.8851755856291634e-06,1.327569015230003e-06,5.0844530004882575e-05
Organic compounds; Benzenoids; Dibenzocycloheptenes; unclassified; Dibenzocycloheptenes,1.458270524983612e-06,2.3845300303648124e-07,5.91154117267868e-06,3.774155419376935e-07,3.4526031705167917e-07,0.0001881723536218413
"Organic compounds; Organoheterocyclic compounds; Benzopyrans; 1-benzopyrans; 2,2-dimethyl-1-benzopyrans",2.4920426547491926e-06,8.246861414082153e-05,4.384842347806677e-07,7.716818284561184e-06,4.9371370544263495e-06,1.3888914241818884e-06
Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Benzoic acids,1.8350255840774512e-05,2.810398232778703e-06,3.141231463086655e-06,1.520594193459555e-05,7.35010341252944e-05,4.32607624504307e-06
Organic compounds; Organoheterocyclic compounds; Benzisoxazoles; unclassified; Benzisoxazoles,3.2299966942585326e-07,2.537437595704111e-07,3.5887285529761975e-05,5.668121336984802e-07,8.759572210479657e-07,0.0005082975772995007
Organic compounds; Organic oxygen compounds; Organooxygen compounds; Alcohols and polyols; Secondary alcohols,0.00017000282323665787,2.133673139087967e-07,0.0005578119877761567,6.828221443175526e-05,6.754961746453297e-08,0.0005924410421059764
Organic compounds; Benzenoids; Phenol esters; unclassified; Phenol esters,1.7509267562262695e-05,2.0586997150224242e-07,7.698500446601192e-05,2.116506557109836e-05,6.162411095371774e-08,1.4369907701412207e-05
Organic compounds; Organoheterocyclic compounds; Benzazepines; Dibenzazepines; Dibenzazepines,1.1874852082015974e-06,0.0,0.0003925268155055069,0.0,0.0,0.0020716542493933983
