	cdf8d23687cfc324485e2bd3e0094ff2	fb758530086adf438d5ebe8f83847f2d	d2ef3361261cc1d835ad59394bfe161c	0ba75f593218ef056eefaeab285ae839	3d7f155024af16ecbe4c9baefdd571be	c0095c69fee5c767903814b366fcb860	54e3ef405d9d82cfed4858f3191c2522	6ba039413a4b798ba234b05c568ff300	53cb1796cbb423bcd59853acdf63befe	f7dd0dbd9e8f975d44295498a1c3aa85	2edf779ef11d889a9532e620fda1bbf2	144080b4b2ddd9a2ccc1c5c8d094e2db	9e2c7416a860af0b0d508dba6fc92435	41ac582194f67aa6ab674ec82573c2b5	db77705855bc4611e9c4fedca4b4f926	2185af0fb67a28d45ca0b367331adc90	5852572a553ed731a4e55f2f31166213	0c959ee3a5a474df1114c327dd8cdcac	8906c43cbd5e72d65ed9e7aacd1c2321	94339fd999feeede310ccc2e5c29c13b	5b4e936782da10249603e94105689a6f	4deeef4aa3231abf469afec860b7b1ea	4508ce20c9b99a6e1c24fd3afdbc1e2f	2984aa4bc8addecd801f5101d8dd139b	6383ad32dcb0746a9105d5b2889e4d94	901b6e2bf2d45cfa9b38a99784cd0459	2eb15a6e35d5214137b1f0571d4c31b2	ae800abf76b2463f243462d0087f24be	87b2ee3ab5930cf0663d663ff1b3c524	c4072a4cebaed2ae18764f402d5b8c43	5d6c8094421e22fa24e09de3169f49b4	2979c877ea3a9babda609affb260668c	c1aa71656d6e2ef3535930d0b09ca012	71b646c82731aa8e14f60ee428337721	2fc1c858776003addaf081a465cda6d7	b1641320e489f96bb9ddd6b08a7e574e	9485b85b5c81043b85a849131809c92b	9b58756d5fe505a4cd0ab4917e5e3ce3	f3c9367e79341d7de4456c32b588b86f	832c0802efe61204586cbbefee574d43	d49b933216498ccb080d8aa7ce5d3902	35def52a34fbd75d08ef99a87b5251da	c105049a81dcab19d86f141a691ab5fb	28a02f8e5fcae1d3b8d41678bf1276fd	2ed762ffceda0c2dc67e9ae95d1fb858	178929d3e7f149a19dbd6b0edc66633b	076048a24f2e01c5f6b07bfcde6bbcd5	d2db4c8806f5f6a40fee293cb4f88f7d	7d77e5a1807f89e7ee7cf109a12d0048	8e1376b2f43f2b926aa075c7f8c32783
TW-BK-001	64210.4955	69592.5055	85749.2835	75909.9095	23270.453	143065.666	0.0	0.0	172565.1085	0.0	0.0	0.0	0.0	0.0	74726.1375	0.0	0.0	0.0	0.0	0.0	162797.7715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21547.1375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AW-001	8317.697	12635.338	0.0	8354.445	0.0	21103.134	0.0	0.0	27944.2525	0.0	0.0	0.0	0.0	0.0	9548.669	0.0	0.0	0.0	0.0	25203.477000000006	20957.1555	0.0	0.0	0.0	0.0	0.0	8592.572	5544.646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30971.148	0.0
TW-AX-002	0.0	0.0	5276.2715	6688.4325	0.0	7427.0905	0.0	0.0	12160.1155	0.0	0.0	0.0	0.0	0.0	8392.6915	16229.7835	0.0	28508.849	0.0	0.0	14778.6855	18259.575	0.0	0.0	0.0	0.0	0.0	5523.5945	0.0	40452.1845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16646.6185	9003.1315	54606.828	0.0	0.0	0.0	0.0	0.0	0.0	39571.877	18479.8965
TW-BG-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24562.6285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CH-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23000.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AW-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6045.149	0.0	0.0	0.0	0.0	5967.218000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9244.56	0.0	0.0	0.0	0.0	24051.348	0.0	0.0
TW-BZ-002	0.0	6866.965	0.0	0.0	0.0	0.0	0.0	0.0	12664.557	0.0	8111.368	0.0	5240.7925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10247.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58641.6365	33880.5825	117215.8345	19116.5965	0.0	65019.6735	0.0	0.0	0.0	0.0	26110.3325	0.0
TW-BD-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29336.1555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15586.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21903.9965	0.0
TW-AG-001	0.0	0.0	7690.757	16979.0045	0.0	9581.1815	0.0	0.0	19462.307	0.0	0.0	0.0	0.0	0.0	26065.0575	0.0	0.0	0.0	0.0	10296.639	35059.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CV-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35213.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CK-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5590.984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CU-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28941.4115	0.0	0.0	0.0	32300.5875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AO-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28806.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166760.8425
TW-AE-002	0.0	0.0	9635.4255	18096.346	0.0	12477.9315	0.0	0.0	23121.9755	0.0	0.0	0.0	0.0	0.0	17877.6555	8382.386999999999	0.0	0.0	0.0	9227.698	38779.804	0.0	0.0	10084.8605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12525.171	0.0	0.0	0.0	0.0	10890.8455	49387.00900000001	0.0	0.0	0.0	0.0	0.0
TW-BQ-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5199.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12504.2315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AF-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5430.3255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16932.4635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37682.311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CF-001	14493.6925	17032.249	26693.159	43618.5735	9217.1825	33285.52	0.0	0.0	71085.5895	0.0	14733.151000000002	0.0	9574.154	0.0	39752.4205	0.0	0.0	0.0	7920.3935	0.0	80367.332	0.0	42713.81200000001	0.0	11805.0695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CT-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21127.282000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BM-002	0.0	0.0	0.0	0.0	0.0	6286.9265	5886.016	0.0	6623.9	0.0	0.0	0.0	0.0	0.0	0.0	13784.475	0.0	0.0	21815.273	5259.9385	6514.3955	0.0	0.0	0.0	6027.5355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18914.9585	0.0	0.0	21549.837000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DA-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18094.6835	0.0	0.0	0.0	49343.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DP-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15029.1055	0.0	0.0	0.0	0.0	6103.7345	0.0	0.0	55829.1065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BG-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6827.679	26370.499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10061.2645	0.0	33603.1715	0.0	0.0	0.0	0.0	65600.483	0.0	0.0	0.0	0.0	118941.829	0.0
TW-BO-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29286.4495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60456.478	0.0
TW-CE-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6256.8085	0.0	0.0	9162.1275	0.0	6957.9795	0.0	0.0	6957.335	27692.2	0.0	13381.584	0.0	0.0	0.0	0.0	0.0	16521.57	0.0	0.0	7133.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CN-002	11406.9925	11475.713	18895.947	23076.196	5363.248000000001	30437.0355	0.0	0.0	47194.5865	0.0	0.0	0.0	0.0	0.0	25880.2845	0.0	0.0	0.0	0.0	146863.1235	55001.711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-EE-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CW-002	0.0	0.0	0.0	0.0	0.0	0.0	5889.8655	0.0	5831.151	0.0	0.0	0.0	0.0	15407.5215	0.0	0.0	13341.8375	0.0	7694.3855	36010.417	7244.098000000001	0.0	0.0	7476.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9058.466	0.0	15303.0605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6524.0205	0.0	0.0
TW-CY-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36621.9685	10015.8265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9189.9645	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CE-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7895.0285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19737.4235	0.0	0.0	0.0	18166.6015	22056.2265	0.0	0.0	0.0	8042.6190000000015	0.0	0.0	51344.1785	0.0	13731.5595	0.0	9492.734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5001.791
TW-BN-002	0.0	6168.8745	5634.316	6809.765	0.0	9909.486	0.0	0.0	17351.3635	0.0	0.0	0.0	0.0	0.0	8576.4175	0.0	0.0	0.0	0.0	16757.183999999994	15699.0915	0.0	0.0	0.0	0.0	0.0	16822.9045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12638.222	0.0
TW-CO-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6747.983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CZ-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6179.9205	0.0	0.0	8945.12	0.0	0.0	0.0	0.0	6632.5535	22196.981	0.0	8846.7845	0.0	0.0	0.0	0.0	0.0	14239.9315	0.0	0.0	7180.429	0.0	0.0	0.0	0.0	10754.962	0.0	0.0
TW-AT-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9092.589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19739.1945	0.0	16519.4485	7944.0075	12511.3405	0.0	0.0	0.0	6024.3065	0.0	0.0	0.0	0.0	0.0	0.0	12645.912	0.0	0.0	0.0
TW-AP-001	0.0	0.0	9607.4485	0.0	0.0	19825.321	0.0	0.0	24682.357000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10351.69	0.0
TW-DZ-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18647.3425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AI-001	0.0	0.0	10084.212	0.0	0.0	6752.4935	0.0	6033.2455	12158.674	6884.8095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11265.696000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18727.4195	0.0	0.0	11077.6185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7212.8375	0.0
TW-DX-001	0.0	0.0	9187.934	18067.7465	0.0	9875.954	0.0	0.0	23691.7925	0.0	0.0	0.0	0.0	15573.1765	23778.3285	0.0	14047.1465	0.0	0.0	0.0	39942.595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DJ-001	0.0	0.0	8319.621	0.0	0.0	14152.1365	0.0	0.0	21927.883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29224.1915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7048.9375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DQ-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14405.9815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AZ-001	0.0	0.0	0.0	0.0	0.0	5181.47	0.0	0.0	7175.008000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10510.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22545.4805	9200.178
TW-DU-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DK-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10773.476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BZ-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AV-002	0.0	0.0	0.0	0.0	7135.9195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6768.684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CQ-001	0.0	5653.2965	0.0	0.0	0.0	0.0	0.0	0.0	8764.616	0.0	0.0	43074.676	0.0	0.0	0.0	13321.157	0.0	30734.3075	0.0	0.0	8882.1055	7360.9125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6035.4180000000015	0.0	0.0	0.0	0.0	20721.2665	0.0	0.0	0.0	0.0	5206.689	5340.518	0.0	0.0
TW-AN-001	0.0	0.0	15767.989	17035.4325	0.0	23978.054	0.0	5809.1725	34680.1645	0.0	0.0	7676.1905	0.0	0.0	16104.4575	0.0	0.0	0.0	0.0	0.0	37808.396	0.0	0.0	14453.007	5932.0115	0.0	0.0	0.0	9947.8515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5767.2775	0.0	72991.3835	0.0	0.0	0.0	0.0	124404.5925	0.0	65356.043	0.0	0.0	0.0	0.0
TW-EH-002	0.0	0.0	0.0	0.0	0.0	0.0	7015.2475	0.0	5789.0485	0.0	0.0	0.0	0.0	0.0	0.0	24435.8725	0.0	0.0	0.0	11766.984	6509.2835	0.0	5693.8690000000015	0.0	0.0	7133.9585	0.0	0.0	0.0	0.0	9255.58	8445.2575	5485.888000000001	5235.863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6444.6575	0.0	0.0	0.0	5343.985	13835.095	0.0	17065.6255
TW-CG-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5962.0885	0.0	5704.0255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7998.7855	0.0	0.0	0.0	12815.3335	5007.338	0.0	11594.8305	0.0	0.0	0.0	17031.2875	0.0	0.0	0.0	0.0	0.0	0.0	5264.3495	0.0	15731.982	0.0	0.0	16447.5705	0.0	5151.004	0.0	72935.7995
TW-BE-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12095.737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40814.6905	0.0
TW-EE-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5241.1365	0.0	23043.669	0.0	28716.938	0.0	0.0	0.0	38378.4505	0.0	0.0	38330.336	0.0	0.0	5491.178000000001	48800.046	0.0	0.0	0.0	8519.756	0.0	0.0	19342.7875	5380.218000000002	0.0	0.0	82549.135	0.0	0.0	0.0	0.0	34129.895	0.0	0.0	0.0	0.0	70871.947	0.0	202273.529
TW-CN-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BN-001	0.0	0.0	11117.3305	12173.53	0.0	14782.494	0.0	0.0	25887.3145	0.0	0.0	0.0	0.0	0.0	12516.958	7361.024	0.0	0.0	0.0	0.0	27790.5595	6374.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6856.4090000000015	0.0	0.0	0.0	0.0	0.0	0.0	7141.2025	0.0	0.0	0.0	0.0	0.0	0.0
TW-CF-002	19720.1265	0.0	0.0	22898.6275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28504.9225	0.0	0.0	0.0	0.0	0.0	50427.28599999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141373.9785	0.0	0.0	0.0	0.0	0.0
TW-CQ-002	49731.6905	51246.708	53952.355	42759.816	9532.397	115228.0925	0.0	0.0	120759.328	0.0	0.0	0.0	0.0	0.0	39931.4575	0.0	0.0	0.0	10689.928	34785.886	93994.8615	6522.6265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9431.296	0.0	0.0	0.0	0.0	56985.1415	0.0	0.0	0.0	0.0	18587.6265	16137.153	24377.4005	0.0
TW-BT-002	0.0	0.0	0.0	0.0	0.0	7159.2225	0.0	0.0	9233.9915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15325.6245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5207.3435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19128.0965	0.0
TW-DR-001	0.0	0.0	0.0	0.0	0.0	0.0	13733.0415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7061.7505	0.0	0.0	0.0	48860.182	0.0	0.0	0.0	0.0	0.0	5214.052	0.0	10605.698	0.0	0.0	7628.0895	0.0	18098.2805	0.0	0.0	0.0	0.0	0.0	6679.51	0.0	6657.169	0.0	18257.4465	5896.347	0.0	0.0	15487.635	0.0	0.0	0.0
TW-DA-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5523.1835	0.0	0.0	0.0	0.0	0.0	0.0	5932.611	0.0	17351.74	12002.2165	0.0	0.0	0.0	0.0	5053.5165	0.0	0.0	25175.7135	0.0	20468.1615	0.0	0.0	0.0	0.0	0.0	0.0	65990.3135	0.0	0.0	5115.3125
TW-DU-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
