	0004069a1f2c3f2b14511a4f367e485d	0013ada35a72573fde974722d6f46269	0074f0d3d22016bcdf28ee53c8a5062b	012ade16945709e69650957b8fdeb021	015bcc773d2fe77d5ddf3533aff00a9f	0171c4a4201b9604da3efc9305fc5264	017460a73612042af020d72a944567b4	01809bb355414a0015fd764cba9c5014	01a15bb425333e9bb45a57970a4fd744	01f940cc9606a206fc0f5f4be686142a	01f9feb2a4c23ae6dbbfddd03a30a949	021cc127437b5c0aede393b33d882fa0	022498ce76429e0c6aeebc91003e3cea	022d9bc10db7254d7faa714a29ccfc41	027b52f7e9c453c4db513e9a266b6915	029382fc50a5371c7578fbed50d05276	02c6164bb3acbb7a09c021689f272c1d	02fb4d45edee84cbdf683f6305cedab8	034818a2509951b61eb3afbbc33dede4	03bfa79239ab9d19da70507270999a30	03d3e7bb58e91428021aa104b81737ea	03e5cb38a914eb96483ca630ad1d9277	03f77cf83937ea870b744746c2fb021d	03fe08fa009afab0bb396144e44ab29f	040ebba19e4d72f865ecd3dcdb1e20d3	04594b884377a2bd2550c5d4d956e08b	0487c46a2d3915b718e21857f51cbedb	04a269150d25a2f124c2ea4598ff338d	04aed1229920f03c64ec6efd65afa969	04e01f6d0222f7ae0b5a4180096a7615	04ef5c5db90a704b2a0903ae64a444fc	04fae26c24c8c1aeb7379099ed4b1584	05163992b2900dfeb473198f34648669	051b172334bfa84fa54d8a9f529b5e77	05499b638ac0dd75492cc1937ce93aa6	0573a1a5857d294ca17802105e3cae29	0599a329b2d7c76a78d954fc5e1b7a51	05b7691209e78a8527945f6b5b0bcfb4	05e765450e243def9ae248d02c9cd2d6	05e8e382396ab145840c525c267d4d25	05f6086a8a2cee842fda8dc71868f23d	06019d17a3cd04f8295187a39b9f7cce	063213c83267364b5b0ccf512becab23	063f5f9ab89e7e225a8cc70d0820bce2	06461aee927ad826dda0a5fc6d39c846	0673b3adc860840b18a7e69687f15bdd	068d58684ec6f603e3d04c33b7e171f5	06afebce624262f62bdb4c2a797259a7	06e71388f4d2d3022774b14da2cdc5f7
TW-CK-001	17814.321500000675	14653.733500000093	223034.62400000132	16016.396000000052	411.3479999999969	217.009499999998	1120499.1260000023	19112.454499999832	302594.3860000009	0.0	4202294.389499965	23516.745500000005	843.5879999999979	26886.557499999635	23233.14999999968	5499.578999999907	0.0	579.225999999999	1263.5329999999976	24300.760499999655	13157.71350000004	591.845999999999	12625.169500000049	17176.027500000208	15827.336000000052	424198.7365	10701780.2825	668.0510000000237	87768.07400000012	7397.915499999934	9591.417999999978	8742.868499999968	2419.545999999997	10147.487500000367	8209.682500000026	378.87000000000535	8888.837500000029	668.0510000000237	937835.2100000028	147.69000000000167	14217.363999999969	86550.30999999946	1234.486499999996	5542.5209999997705	33016.67900000049	178.40349999999825	8072.630999999845	6803.282499999987	110027.62149999967
TW-CU-002	10874.166999999909	6845.929500000047	6859.432499999979	9626.1825	274490.9475000025	235.74750000000049	420426.49499999936	10718.05800000011	46493.32000000041	130.5000000000028	813565.1395000094	3439.9119999998798	153.83100000000093	49767.60049999975	17326.58699999989	124526.03199999957	47.84999999999986	170.13099999999753	186.0479999999977	10116.02850000002	149923.31849999994	5294.6449999999895	6550.975999999967	7658.806499999959	17690.02050000052	557612.7679999955	7590109.788999997	141.76500000000215	335457.7415000004	7548.289999999929	2516.0650000000296	14373.690999999788	386.51999999999947	10538.316000000295	1958.1040000000287	1934.132000000028	7053.030500000035	66.52050000000101	456140.7654999995	3826.9364999999975	21615.410499999947	44004.97100000001	2113.5589999999684	8533.462999999698	11119.168500000054	515.0320000000056	629.7954999999979	3122.9739999999547	35496.69999999991
TW-AO-001	23486.307999999917	5770.1360000000295	13303.287000000017	12336.172500000259	524.7985000000018	172.69399999999888	10632.100499999831	14114.17349999996	125860.3184999999	0.0	1221126.1060000057	6817.263999999822	317.8510000000015	3119.7145000000232	31693.48250000029	6660.5405000000355	50.27800000000028	75.29550000000235	219.5925000000006	21081.652000000133	13436.504000000052	1838.875	1925.0795000000169	11802.71199999982	16590.469999998568	416710.87100000045	6246581.820500004	284.3594999999956	114636.66700000006	2926.639499999981	1863.5200000000025	17896.698000000146	524.9770000000003	8371.967999999877	3594.9520000000343	218.98949999999664	4179.332000000096	83.18199999999919	10632.100499999831	0.0	5851.908999999957	155086.89849999928	893.2480000000328	6029.8784999999125	41816.570500000336	192.84150000000648	1521.614000000101	4585.10949999998	53942.48199999957
TW-AE-002	10344.43449999998	2912.656999999961	14936.732500000131	25227.125000000156	260.3445000000037	254.2720000000029	3006281.8350000014	14066.011999999966	97169.83849999949	258.0930000000048	1190553.6494999866	4668.2289999999875	534.7935000000032	24230.90049999984	28494.89700000024	1825.1439999999989	223.6550000000013	110.6454999999996	96.31600000000023	15312.8209999998	5410.094999999998	3475.890500000008	1251.722999999996	4653.333999999975	3422.260000000011	1431314.5029999898	13427846.952499986	102.78899999999588	277418.19249999913	2045.7529999999533	5495.069999999971	16179.320499999883	225.00899999999592	4031.218500000046	1354.0385000000645	253.1119999999953	930.9924999999846	103.83499999999931	2159036.693999996	7376.123499999956	15795.285499999944	203760.5065000021	1021.176000000031	5721.209000000024	5273.992500000049	179.17000000000047	975.4479999999784	612.6400000000148	13674.334499999937
TW-BQ-001	36451.54299999987	14227.956499999866	29861.766000000425	7590.779999999888	32730.12599999956	437.74850000000345	943185.2039999987	29598.04250000004	70461.65999999983	0.0	817580.4254999929	3678.607500000056	200.9099999999976	20705.232000000367	24489.916999999758	1290.4989999999952	382.820499999999	177.47099999999932	133.57799999999838	35329.209000000315	8207.170000000046	3706.328500000006	4055.0589999999934	16468.134999999944	29272.49149999994	341852.92800000025	51025.12750000024	56.706000000000856	271111.22700000013	3200.8330000000337	9800.712000000029	11321.420500000217	280.77250000000066	7125.020500000259	3745.220500000108	218.60149999999248	5393.782499999929	58.61699999999768	4264.875500000008	250.62400000000062	6677.937000000017	55487.53499999981	952.4385000000083	93215.75450000066	31486.73000000001	223.55250000000336	4557.353999999944	4158.630000000112	55956.194500000216
TW-AF-001	8614.054000000127	2958.42649999998	30950.812500000124	7434.723500000061	337.2734999999989	182.03	11368.554999999893	5579.376000000078	63352.9025	81.93749999999822	812713.1379999943	3775.91000000004	206.86050000000048	27179.437999999664	32497.9030000002	1081.1459999999984	109.05000000000031	156.08449999999948	132.91899999999958	6035.721499999914	5849.37900000001	3652.9739999999956	5519.76199999997	4529.874999999973	4836.615000000121	559163.1124999993	8022725.722999998	83.10600000000072	63284.002999999924	5575.077499999972	1658.8760000000054	10807.827500000225	161.31999999999604	4687.915000000069	1069.9249999999856	316.3765000000132	2332.135499999994	83.10600000000072	18718.32199999987	101.46299999999935	3123.879500000028	95535.02750000107	0.0	17781.371500000016	22654.09200000015	256.76799999999685	559.8659999999957	1750.7069999999792	14641.338000000304
TW-CF-001	20368.919000000675	8997.87600000008	106768.00199999973	16214.606000000127	85.37100000000333	152.53000000000142	854927.1514999979	23179.103499999823	46740.56099999972	182.10200000000322	1065263.140500007	4871.4025000000565	582.3219999999992	14382.717000000152	46658.43999999957	169.64749999999833	139.31900000000073	108.15750000000028	0.0	31259.898000000063	404.90549999999877	8556.697000000051	26832.816999999915	24186.876500000082	27554.180000000142	553336.4199999953	10120617.721499998	143.11749999999688	161298.27549999926	5091.680999999966	1423.8660000000011	17306.1050000001	349.639999999998	12569.952500000254	2867.316000000005	301.253999999999	5726.993499999937	143.11749999999688	0.0	24420.15500000001	27107.950499999955	84440.4555	331.96800000000394	3976.659999999933	17704.25600000005	222.36	5314.356500000043	4212.7825000000485	53068.665000000095
TW-CT-001	16613.270499999726	7229.083999999959	6684.5375000000695	5030.418999999971	14371.827000000063	220.86399999999733	234256.8939999998	11360.193999999963	26631.67649999988	0.0	757715.9729999951	6083.9674999999825	105.16800000000087	79403.74600000039	16383.446500000176	2394.307000000017	67.95199999999993	134.8695000000003	203.54950000000312	36986.69749999984	4790.197999999997	382.0634999999974	4570.149000000015	13713.819000000449	19589.62149999942	315837.3425000009	1641165.4185	0.0	171772.9435	4645.396999999935	8267.68250000001	6758.525500000133	152.5299999999976	2358.116999999865	1223.5044999999855	227.49650000000068	3293.8919999999353	195.2479999999994	145766.53900000025	318.6240000000005	9014.152500000066	17239.531999999766	1516.684499999865	5667.955499999976	15408.415000000175	751.9389999999976	9237.495499999666	4068.7734999999266	39390.87949999978
TW-BM-002	73504.3395000004	20514.630999999863	48282.10450000012	35346.43649999975	1056412.8054999912	229.6349999999964	79081.2534999999	24687.29050000022	93229.60550000003	259.75199999999666	1878058.6230000048	21911.12950000011	335.85800000000387	18876.79049999973	47267.63599999997	24549.297000000097	197.37000000000046	179.93250000000268	222.38650000000192	99545.74399999883	24847.37949999993	1859.030500000012	21488.363000000067	13819.086000000081	15157.369999999131	535887.3384999963	0.0	279.6799999999939	303002.26499999844	2134.588000000019	836.4719999999996	23977.733999999844	678.1360000000037	13843.125999999913	8920.112499999967	0.0	21747.237500000032	158.4099999999991	0.0	103.07100000000023	174039.96149999875	162367.9985000015	4266.785499999995	7814.631999999952	14824.71149999988	297.70649999999716	17424.44750000012	17425.419000000045	111339.27199999994
TW-DA-002	63858.91849999997	12182.41249999993	32774.894499999835	10364.87800000006	116041.87049999893	170.19599999999684	1349552.925500003	3220.84200000008	56806.74899999959	0.0	589283.7884999895	8045.497500000111	561.9199999999978	124472.47199999992	18905.767499999845	11261.361000000052	244.66499999999994	77.78050000000161	292.9240000000017	21737.596499999767	9706.64799999999	593.7900000000021	23668.21149999988	6087.715499999798	9712.650000000242	1412772.9569999976	13473436.953999987	158.70249999999842	117840.7744999996	6307.279500000074	538.4939999999947	14487.540999999956	117.66600000000109	16875.31900000032	3329.7244999999302	225.3194999999897	6546.858000000025	0.0	1339419.0205000013	123.69000000000081	14117.78749999992	21935.31849999981	3443.128000000106	49141.84499999995	27220.222500000134	116.22900000000028	8163.175500000061	2701.738000000023	33824.49550000002
TW-DP-002	10016.050000000272	3217.135000000094	268.5090000000057	134.74650000000275	201.0199999999956	21274.058000000037	0.0	51468.18199999974	3787.148999999972	5440.631999999962	502.320000000006	16698.195000000167	24076.08000000008	4010.1629999999946	3782.021499999989	82.16250000000171	105.58449999999904	44705.540000000656	2674.709999999991	6159.792000000072	769.8884999999991	0.0	0.0	4881.854000000058	2571.263999999982	0.0	943.6339999999975	10104.531999999948	65.51999999999919	78204.34349999888	0.0	5847.476999999857	101483.90749999974	2516.072000000014	34262.703000000154	34827.94299999988	13535.852000000046	32231.766499999823	0.0	180.42750000000157	142.67499999999768	0.0	5480.212499999767	95.52399999999622	35023.37949999998	1390.6000000000156	25473.90150000001	15118.234000000059	18932.391999999923
TW-BG-002	28445.146500000283	8340.900499999949	11717.590500000098	5663.563000000036	5115.006999999957	88.20900000000162	273491.2145000002	9112.1179999999	23732.362500000054	112.99099999999649	402612.16549999366	2087.9070000000274	269.6159999999998	6685.854999999903	41485.270999999724	82577.52449999987	114.97499999999924	146.66300000000004	144.4739999999986	10461.625500000091	17798.81399999999	681.8710000000034	900.5954999999997	17085.165000000143	7928.800000000578	263885.7215000009	4564913.894500002	206.57700000000872	48086.40050000003	6475.201999999999	0.0	6883.6525000001075	0.0	15738.746000000063	1299.8819999999942	196.18400000000702	2326.294999999985	0.0	191816.29900000087	93.82600000000055	1267.0345000000157	33279.861999999936	421.11550000000994	12565.995999999674	9241.872000000027	122.75200000000142	12809.176500000014	2553.5535000000395	32017.35399999985
TW-BO-001	41603.401500000065	9881.874000000013	28388.130999999867	7655.223999999969	7464.835000000014	146.59599999999992	2423263.4329999946	19652.396000000048	65652.41850000013	278.1300000000015	940788.7195000091	8545.22799999988	0.0	18416.11550000019	12179.68300000006	798.5200000000036	398.30699999999877	140.22399999999948	167.47499999999746	40819.602000000385	3347.946499999981	221.6190000000008	3440.1504999999834	5162.998000000107	24043.365999999878	532873.1819999986	45543.72099999987	0.0	92230.41799999986	3945.942500000055	7471.0040000000035	9121.286000000178	91.64400000000279	3395.7375000000256	6132.468000000029	790.0900000000167	5608.933500000008	134.3774999999971	2993.8874999999543	79.53350000000073	6837.056499999983	46968.792999999736	245.6999999999909	5837.437999999991	30506.988500000072	127.7639999999984	2030.5144999999752	4394.909000000078	52917.59449999982
TW-CE-001	7396.019500000073	8281.048000000048	36456.00400000024	28100.618999999857	47559.56749999979	0.0	248791.0099999997	17716.048000000068	53116.703500000156	124.54500000000336	1017817.1345000031	3877.132999999949	100.3720000000006	28353.18899999937	29918.546499999826	6207.052000000048	0.0	350.17050000000023	213.248	14807.160500000276	23564.4785000002	239.0384999999992	5903.849499999977	8500.015500000016	11771.448499999937	337164.6445000012	7138200.4870000165	205.1079999999962	192680.5024999993	3060.457500000032	2776.8324999999827	6999.520499999946	376.3429999999938	3893.246500000026	971.2609999999763	0.0	812.7669999999874	0.0	154783.64049999858	1905.359	2568.0144999999875	258829.53800000023	404.17799999997663	5671.463499999988	10499.467000000086	590.9425000000055	831.2994999999872	1086.636000000033	26249.536500000133
TW-CN-002	11040.107000000056	5555.078500000069	12692.694000000141	11523.490999999924	288.68849999998827	227.2400000000006	2628826.3409999986	3829.325500000062	39861.179000000164	276.1494999999991	734126.0774999992	5217.187499999983	110.99900000000055	71129.68400000027	17878.905500000143	2790.4544999999707	457.24050000000096	253.96499999999537	249.31799999999612	19333.75600000033	2647.043999999997	1489.112999999994	27269.338999999847	9041.17050000001	20523.533999999774	688619.7400000008	0.0	0.0	441836.3259999985	4873.977000000027	792.4249999999948	5975.280500000003	0.0	3200.351999999899	4254.785999999956	0.0	10916.185000000047	0.0	1174084.793500004	185.9464999999992	3013.4579999999714	84600.16450000046	1888.7974999998776	563.7929999999876	18392.57999999967	224.9874999999964	2649.067500000061	3167.317500000006	39771.06400000029
TW-EE-002	25683.521999999633	5055.959999999928	390.3794999999938	99.3264999999997	839.4764999999776	671490.5325000015	0.0	52636.78049999959	3558.3240000000787	2940.4029999999616	4772.859499999933	28647.551999999912	26044.446500000093	3418.903999999877	5641.232000000018	48.20200000000099	566.3574999999993	29424.732500000253	5828.644000000008	32030.638499999302	369.00150000000116	119.20249999999984	0.0	10453.510499999953	5161.423999999995	0.0	671.908000000004	51993.103499999495	0.0	120149.07600000086	247.5829999999991	16201.382000000107	239721.45899999826	7374.132999999654	35080.488500000094	77032.83150000026	14245.102499999799	140249.45650000015	0.0	87.40000000000023	370.357500000001	0.0	2851.5109999998363	130.1264999999948	28388.118499999946	323.7624999999948	51262.33600000082	40559.334000000345	24221.206499999702
TW-CW-002	40986.98700000035	20759.07149999988	21751.019999999833	5915.259499999897	146141.8554999998	0.0	0.0	15779.396000000072	78842.00749999915	0.0	744555.4319999983	5155.688999999992	180.83999999999986	94567.31850000043	14226.674000000194	15164.915000000088	62.10150000000018	110.09000000000269	1131.2340000000036	32016.759500000488	21221.248000000043	1098.5764999999988	10529.655499999992	22866.06850000008	57981.38650000023	648733.6155000003	11499189.853999998	121.3229999999992	236411.99350000004	3173.0090000000487	802.2684999999922	10120.008500000347	488.7679999999981	4740.6029999999955	5733.665000000044	0.0	13232.637999999955	0.0	0.0	298.11450000000167	116969.27499999992	25701.9964999999	2424.318000000019	6941.008499999957	20460.179500000588	194.642999999997	15090.938500000068	11215.284500000049	40285.22450000033
TW-CY-002	49032.103499999525	13729.939499999731	12491.651999999884	1944.4470000000024	397043.9540000043	112.78499999999786	742589.8275000013	804.7889999999925	35361.945000000276	0.0	697793.4860000004	10887.291500000028	258.5199999999992	120913.73549999794	50154.78949999988	73541.89100000051	111.29150000000044	65.58000000000118	184.6325000000005	27096.034999999843	100883.88499999976	49482.63350000006	6894.119000000002	29107.74499999985	55965.37299999934	1360075.777999996	14650866.510499977	312.02599999997886	161777.94050000014	2367.2179999998884	2680.7130000000075	19204.267500000256	279.61599999999663	5427.837999999806	10756.358000000027	0.0	12706.925499999925	1195.6569999999808	1910528.8714999985	6569.310499999983	149900.07950000002	74757.44100000005	515.9805000000106	2778.7769999997313	11169.927500000067	317.84199999999316	13882.909999999963	7202.68550000006	107087.90350000028
TW-CE-002	47466.52550000031	21325.522500000192	64122.58500000049	12786.106499999814	219246.6945000018	0.0	245559.6890000007	13091.841000000182	71525.03299999949	729.5215000000114	1118510.3439999935	11885.587499999805	278.3839999999998	183343.23549999864	41245.841999999735	104116.18999999977	345.3260000000008	217.45849999999962	0.0	49769.09750000033	4598.5095000000265	1091.0675000000003	2017.265500000014	4892.2679999998245	14064.379500001089	538921.8990000021	9207771.915000008	184.88600000000443	239849.6534999995	5886.8295000000035	840.9014999999868	25444.752999999946	149.93699999999862	18308.58450000017	3862.4009999999857	0.0	11718.985500000095	184.88600000000443	3217.150000000025	942.7130000000013	6129.457000000026	415724.7644999996	444.1080000000232	32021.330499999767	26175.05299999985	500.688500000007	8294.606999999905	4492.189500000078	91326.59949999946
TW-BN-002	11325.599999999396	8734.453499999916	16900.935000000107	2683.18499999999	61.959000000000394	77.46099999999856	0.0	5121.105499999976	14211.683500000041	128.67899999999563	313950.6175000012	4065.6529999998793	356.0760000000006	128174.26749999948	106588.76350000117	146.5960000000035	587.0410000000014	71.04499999999953	117.21850000000099	36624.86000000038	162.7999999999998	6162.683499999983	5033.401999999992	17080.38100000008	37489.044499999836	163173.61500000063	19273.58499999993	157.39750000000151	105133.88600000004	5917.191999999904	441.0830000000048	10947.898999999881	145.72500000000315	18953.448999999957	4765.2089999999325	588.4584999999861	6191.895499999873	111.3799999999988	0.0	60.05999999999998	153994.8885000003	16556.065500000008	333.9880000000065	1735.5684999999876	29462.23949999974	171.98300000000054	12063.701000000081	2854.9625000000647	27799.77499999981
TW-CO-001	66583.48799999931	17635.269	21201.330999999853	10307.881000000063	3618.961500000073	0.0	233378.2224999999	13947.866000000084	68114.77949999983	254.5920000000094	707158.0294999948	14286.839499999964	204.39100000000118	91908.38299999971	13458.757499999883	3332.9244999999937	55.87049999999979	172.89699999999982	203.11199999999997	12202.524999999872	1577.0879999999966	811.4829999999988	2308.159499999991	13804.348499999802	30383.300000001185	495277.4165000018	5808322.765000003	100.0544999999996	189452.93999999968	2376.501500000074	2177.5934999999977	10365.605999999756	83.25800000000172	8285.197499999962	3703.0875	576.1544999999943	3550.7549999998696	369.77450000000704	192539.90350000016	3275.9064999999987	223633.59699999948	32881.79499999913	481.1400000000042	14038.043000000103	36870.789000000244	232.24599999999353	5013.460999999972	3270.577000000052	52251.13899999981
TW-CZ-001	22287.955500000076	14651.62899999988	5388.473999999931	4971.668500000028	176302.22050000067	215.02549999999928	19151.55300000008	9448.04600000005	48090.59699999974	360.36000000000433	932573.6869999986	10978.472500000034	368.0035000000002	148276.51400000096	28102.843500000155	17014.538500000064	187.99599999999882	176.1629999999993	157.8239999999999	66654.75399999933	26394.612000000005	2426.332999999998	4299.376000000013	22216.440999999897	17234.392999999916	550481.5439999981	2931514.072999988	0.0	298252.24450000015	2956.489000000041	6060.275499999996	8797.11199999975	303.86899999999787	5230.8150000001315	6205.98899999993	0.0	2461.5134999999077	460.10400000000124	14651.178000000164	382.1999999999988	4638.235500000025	86936.02150000005	1006.6979999999846	26444.65099999995	23927.468999999957	267.1800000000014	5424.1124999999765	5000.776499999992	104540.00099999996
TW-AT-002	44255.31650000026	13118.305499999937	58689.50549999997	10992.403500000084	8068.590000000084	186.64650000000395	441853.1284999997	6500.798999999904	77006.24099999973	168.32199999999892	1025901.3624999996	8537.814000000166	245.70000000000098	148502.98100000125	35332.01650000036	6317.55599999997	161.14700000000005	77.28350000000025	151.22999999999945	68881.3645000004	15168.042500000058	453.7335000000004	4723.144500000008	10711.067999999896	31671.25150000017	482846.0154999999	6223899.946499995	0.0	129521.73399999965	2813.180500000025	2890.8965000000053	12066.131499999958	268.0300000000064	12062.818500000025	3798.2014999999624	130.91999999999118	4321.349999999996	0.0	266059.7634999974	3024.2549999999933	2686.0184999999965	610424.5029999998	230.15999999999698	15108.473999999951	15094.674499999772	386.1009999999951	1879.029499999961	4952.025499999936	61211.68099999984
TW-AP-001	22229.443499999667	2210.7035000000333	33294.67300000018	28092.478000000014	4575.683499999972	137.2140000000025	15902.430500000028	22968.14199999996	103936.4849999999	100.37199999999815	1541523.0529999803	6920.834500000029	143.48399999999916	7045.907000000061	37488.281499999626	5267.6119999999455	113.04900000000063	0.0	216.3129999999987	5992.575000000161	23472.85299999993	1326.957499999993	9959.00599999997	7354.97550000011	15162.153500000004	455553.25700000435	5292823.999500006	0.0	50453.444000000316	2309.0719999999824	2779.279999999997	11540.519499999904	366.8989999999945	2727.8264999999733	1619.4955000000252	245.5040000000088	3728.20649999992	0.0	44356.869499999724	1282.1964999999966	3173.831499999988	362266.5760000064	947.1750000000512	23260.77699999965	24659.3030000001	438.78299999999854	1359.1304999999893	2645.503500000032	8327.872000000074
TW-DZ-002	26253.80849999987	4706.934999999729	183.54000000000045	0.0	197.0099999999981	27057.119500000088	0.0	80146.1670000006	2505.182500000034	5714.659499999994	407.1294999999887	30631.4595	41754.9165000003	8269.643999999951	5242.6025000000545	96.53599999999932	907.582499999996	49024.30900000021	3212.004499999996	97436.38200000006	538.0020000000021	0.0	80.29999999999895	9829.77899999981	3731.036500000053	207.710999999996	465.00299999999964	20028.716999999957	114.13999999999815	75793.1395	0.0	8749.420500000026	99681.73749999932	4133.3020000001015	11093.623000000334	39139.20899999954	16153.826999999741	44184.90249999918	0.0	81.10399999999993	469.95000000000886	225.1579999999985	2074.8160000001512	217.00949999999267	25653.684999999932	3657.8459999999577	41412.83000000014	28783.017000000542	16543.99399999952
TW-AI-001	30353.094999999837	8702.039500000079	202352.5165000007	5036.178999999975	287.0935000000011	502.85099999999494	81566.68700000008	5434.949000000055	187398.99699999997	0.0	1789359.7095000108	17982.01500000015	183.02099999999874	31773.937499999887	221084.79599999852	2835.278500000001	70.07999999999953	70.81749999999892	184.29599999999874	115218.96350000164	479.29599999999834	713.7180000000012	6109.518000000025	17532.782999999967	35522.11099999857	463190.85599999904	3955275.471000005	1206.9605000000172	125710.5065000006	6917.877500000044	2218.2700000000227	5350.5239999999485	995.2374999999922	10345.390999999872	2638.1959999999985	0.0	3922.6405000000236	640.914000000005	254673.7929999989	133.52900000000034	2379.021499999972	27323.651999999613	0.0	11221.47700000009	18704.436500000033	244.40800000000283	16390.194500000165	10379.400000000029	71834.26099999943
TW-DX-001	5189.563999999815	13965.887499999975	283.2164999999956	350.58200000000795	210.78099999999813	47810.37500000002	0.0	33887.03999999993	1074.0799999999865	4740.277000000117	0.0	13690.374500000016	29703.83500000014	4061.836000000119	5259.160999999948	56.02349999999944	267.6625000000007	43542.49699999985	2740.91749999999	8103.7320000000955	336.3359999999999	0.0	105.77849999999901	2915.679499999944	6693.295999999926	244.8319999999984	727.5310000000043	22919.41550000021	53.679500000001106	86106.96350000074	0.0	53859.56350000016	40604.63299999973	3128.7679999999523	21771.8529999998	29402.61850000044	15454.413499999951	111329.51099999886	0.0	167.61149999999938	121.2119999999985	376.2099999999965	1393.4399999999848	141.1800000000035	27941.409000000098	69320.9944999994	57959.83450000019	22019.792500000094	11810.675500000278
TW-DJ-001	76367.57849999962	30532.297999999726	2782.4525000000044	126.67550000000072	347.6010000000093	128241.49399999992	0.0	47259.37850000043	8122.479000000061	27278.80549999997	862.7715000000073	65864.19149999956	98189.21200000023	9110.543500000047	9263.030499999966	74.56199999999836	86.30750000000023	57300.18399999993	18883.28400000005	125944.9675000002	401.0909999999992	126.38499999999758	246.69499999999627	30123.620000000028	67563.44799999983	498.13050000000396	8957.722	28872.950000000645	145.70150000000302	76324.6209999993	253.80799999999988	60458.74949999997	121658.14699999931	24846.441500000245	47594.058499999344	47076.259499999884	103433.87399999953	77368.91099999966	0.0	125.92499999999916	258.02999999999975	102.55249999999724	27720.564500000026	258.391500000002	104652.44950000058	4788.2230000000345	28466.772000000976	57494.13899999952	57286.743999999824
TW-DQ-001	21841.037000000084	3328.415999999953	428.6414999999951	325.8570000000028	94.42799999999993	38596.52800000014	0.0	30163.209999999865	5529.679499999952	8974.1535000001	0.0	16914.699499999868	21368.090000000044	2663.1495000001355	4369.260999999982	0.0	422.38599999999917	43466.38849999982	2035.3764999999967	10050.292000000076	402.7999999999967	53.45900000000032	97.76649999999901	7876.742000000111	3025.3759999999797	54.550000000000324	887.6115000000011	5601.016499999931	76.61499999999927	85442.01350000077	0.0	9120.497999999772	143428.10049999962	6050.101499999968	20550.428500000526	37391.49299999944	11569.090499999882	17676.751000000168	0.0	61.06800000000018	0.0	0.0	7595.5305000001235	100.8319999999987	47920.54700000026	609.8174999999957	18562.644500000064	26121.4934999998	19522.52600000001
TW-AZ-001	48338.90849999998	18459.236499999883	60508.06349999995	52140.43649999952	518961.60749999975	0.0	1128391.1219999993	39361.250499999864	114948.01400000011	0.0	2054417.338999979	14730.950999999954	251.4224999999993	17135.60800000034	52073.643499999336	271459.96750000026	297.01599999999974	271.2924999999991	243.64499999999904	31267.26399999945	333288.9095000024	1105.5740000000028	3907.27450000002	14671.83500000001	34016.47350000015	613101.7770000017	12953150.573000016	279.42399999999907	217981.15249999968	6716.286999999968	4288.563499999982	15715.500000000176	466.71099999999694	8344.250999999886	10415.91499999995	2685.133000000005	13105.521000000275	174.6399999999994	640669.0250000026	183.95650000000057	1348.620000000016	175784.81199999922	12164.524000000007	69046.5334999999	37160.14149999976	760.1819999999964	9054.52600000009	4816.405500000022	56921.02449999995
TW-DU-002	14163.590500000051	12573.613000000012	204.20399999999745	95.70000000000336	176.48950000000335	38271.3680000001	0.0	60568.67899999929	1723.12999999996	5570.842000000009	0.0	16679.210500000034	42869.12799999984	5241.847500000022	4883.710500000011	53.6794999999998	89.91300000000021	38960.10999999999	1478.740500000007	6853.076999999634	96.71200000000047	0.0	0.0	6687.8190000000095	2386.9475000000066	102.97699999999962	368.0879999999986	13588.27400000014	0.0	127265.33900000015	0.0	8420.642000000189	62919.342499999846	3120.288500000007	23997.627500000028	30183.06350000021	16019.02100000004	46138.468999998695	0.0	167.61150000000066	235.64000000000266	129.62300000000184	43276.746500000154	128.91500000000352	15062.12999999993	1469.1589999999987	57518.20300000072	18609.68749999996	18707.909000000105
TW-DK-001	11857.978500000054	3099.9814999998644	184.29599999999874	105.40800000000246	0.0	28539.12400000008	0.0	72284.2139999989	3775.984500000066	3969.6539999999854	0.0	17138.56599999983	19160.71499999999	3692.529499999934	3147.009999999974	0.0	686.5679999999984	25465.06950000012	2713.5859999999907	14166.735499999895	171.9150000000009	0.0	0.0	4373.8995	2187.2715000000303	0.0	352.13700000000193	14927.90699999969	110.69599999999856	66440.95799999987	0.0	13918.704999999856	79327.54949999982	2390.006000000025	35728.18899999993	29055.637999999628	18519.40149999992	40715.54200000008	0.0	128.40749999999952	0.0	233.11649999999904	6234.531499999854	106.21500000000056	34436.87050000026	485.7420000000028	21374.85899999996	17302.904499999757	20194.86799999985
TW-BZ-001	40098.57750000023	5558.843000000214	60539.88199999928	22524.931999999986	86218.24499999968	313.0270000000046	106069.97549999993	25211.28750000004	53447.581499999746	398.2149999999926	1028203.688500011	2508.9815000001713	216.41400000000127	21872.122999999618	25655.155999999886	2037.4564999999768	234.65100000000336	218.099999999998	272.15699999999816	22745.293500000014	16499.75499999995	881.602000000002	811.1319999999988	18144.97999999999	13605.227999999806	447548.5250000026	26703.547499999946	298.83199999999107	260871.7479999997	2367.8625000001557	4473.474500000013	12464.249000000113	429.04400000000624	4473.683499999963	6868.637000000063	0.0	8946.146500000135	317.10000000000014	0.0	214.63149999999803	3335.349000000015	173129.19849999945	554.81	23725.251000000055	23048.33000000009	251.3275000000021	1223.1359999999845	9111.71349999998	76123.60899999963
